DATE_BILL;DATE_PAYED;DATE_PAY_BEFORE;PAYED;PRICE;STATUS_ID;UF_COMPANY_ID
2015-08-26T03:00:00+03:00;2015-08-26T12:46:31+03:00;;Y;7238.0000;P;29677
2015-08-28T03:00:00+03:00;2015-11-10T08:16:52+03:00;;Y;11700.0000;P;27647
2015-08-28T03:00:00+03:00;2015-09-07T10:43:25+03:00;;Y;31500.0000;P;29669
2015-08-31T03:00:00+03:00;2015-09-23T08:02:13+03:00;;Y;3300.0000;P;29675
2015-08-31T03:00:00+03:00;2015-09-18T07:12:01+03:00;2015-09-25T03:00:00+03:00;Y;3900.0000;P;29677
2015-08-31T03:00:00+03:00;2015-09-03T08:55:29+03:00;2015-09-02T03:00:00+03:00;Y;1870.0000;P;29677
2015-08-31T03:00:00+03:00;2015-09-06T17:46:25+03:00;2015-09-04T03:00:00+03:00;Y;11700.0000;P;29627
2015-08-31T03:00:00+03:00;2015-09-03T14:19:16+03:00;2015-09-04T03:00:00+03:00;Y;3900.0000;P;771
2015-09-04T03:00:00+03:00;2015-11-12T14:02:56+03:00;2015-10-30T03:00:00+03:00;Y;2000.0000;P;29749
2015-09-04T03:00:00+03:00;2015-09-10T15:11:19+03:00;2015-09-08T03:00:00+03:00;Y;2625.0000;P;13
2015-09-04T03:00:00+03:00;2015-09-22T14:21:49+03:00;2015-09-30T03:00:00+03:00;Y;2625.0000;P;13
2015-09-08T03:00:00+03:00;2015-09-09T08:11:49+03:00;;Y;1078.0000;P;29757
2015-09-08T03:00:00+03:00;2015-09-18T10:58:03+03:00;;Y;1078.0000;P;29790
2015-09-09T03:00:00+03:00;2015-09-10T10:17:21+03:00;2015-09-18T03:00:00+03:00;Y;6525.0000;P;775
2015-09-11T03:00:00+03:00;2015-09-28T10:04:37+03:00;;Y;21750.0000;P;29792
2015-09-11T03:00:00+03:00;2015-10-01T07:27:17+03:00;;Y;23300.0000;P;29759
2015-09-11T03:00:00+03:00;2015-09-13T10:58:34+03:00;2015-09-18T03:00:00+03:00;Y;14875.0000;P;775
2015-09-11T03:00:00+03:00;;2015-10-30T03:00:00+03:00;N;14875.0000;D;775
2014-09-07T03:00:00+04:00;2015-09-16T13:39:46+03:00;;Y;33075.0000;P;13
2015-09-13T03:00:00+03:00;2015-09-21T08:44:59+03:00;2015-09-30T03:00:00+03:00;Y;749.0000;P;29627
2015-09-13T03:00:00+03:00;2015-10-25T09:13:28+03:00;2015-10-30T03:00:00+03:00;Y;34400.0000;P;29749
2015-11-16T03:00:00+03:00;2015-12-25T15:32:41+03:00;;Y;11600.0000;P;5
2015-09-13T03:00:00+03:00;2015-09-21T08:45:06+03:00;2015-09-30T03:00:00+03:00;Y;749.0000;P;29627
2015-09-14T03:00:00+03:00;2015-09-16T08:40:43+03:00;;Y;8940.0000;P;29792
2015-09-14T03:00:00+03:00;2015-09-23T09:09:46+03:00;;Y;14970.0000;P;29693
2015-09-15T03:00:00+03:00;2015-09-18T14:27:33+03:00;2015-09-18T03:00:00+03:00;Y;2600.0000;P;27647
2015-09-17T03:00:00+03:00;2015-11-12T14:09:28+03:00;2015-10-30T03:00:00+03:00;Y;2000.0000;P;29749
2015-02-12T03:00:00+03:00;2015-09-18T10:02:06+03:00;;Y;3800.0000;P;29784
2015-09-20T03:00:00+03:00;2015-09-30T09:18:15+03:00;2015-09-30T03:00:00+03:00;Y;2700.0000;P;27647
2015-09-21T03:00:00+03:00;2015-11-01T15:42:13+03:00;;Y;21750.0000;P;29792
2015-09-22T03:00:00+03:00;2015-09-29T12:48:11+03:00;;Y;7238.0000;P;43
2015-09-23T03:00:00+03:00;2015-09-23T08:01:51+03:00;2015-09-23T03:00:00+03:00;Y;1836.0000;P;29677
2015-09-23T03:00:00+03:00;2015-10-24T21:03:13+03:00;2015-10-30T03:00:00+03:00;Y;3300.0000;P;29675
2015-09-28T03:00:00+03:00;2015-10-02T08:25:17+03:00;;Y;1450.0000;P;29784
